5.661860638541428514e+00,-8.457060464219452456e+00,3.169680278168771626e+00,1.398965658992114003e+00,-5.413482286608386040e+00
1.051715670733384345e+00,-2.134805423418029979e-01,-5.401242736263601074e+00,3.037397732566127662e+00,7.945867989262266340e-01
-3.727723629345590872e+00,-2.796419670457273465e+00,2.812118741001255362e+00,1.929783151306899036e+00,3.256661615310462388e+00
-2.978770535268601805e+00,6.572198027409779097e-01,-9.107327337340155315e-01,-4.586570202874870605e-02,-4.531859835724558749e-01
9.470388673886637187e-01,3.162108762511179449e+00,3.461235227644051449e+00,-5.393030861298212741e+00,-4.270026384784198825e+00
-2.199548093843793684e+00,-2.799432876177131213e+00,-2.013466246218195810e+00,3.932184484606773722e+00,7.666152495044580018e-02
-3.698726352425077746e+00,4.034787849933398007e+00,-3.289367053880397407e+00,-2.062074039068779285e+00,-4.433970536918965810e-01
3.067552088965325385e+00,-8.764978835671444202e-01,-2.524200697987570852e+00,-2.963445407149603472e+00,2.577227717854703837e+00
-5.206007177910564998e+00,3.819403485568718004e+00,7.502302187275055045e-01,6.147447205580000684e+00,-3.024269021966651039e+00
4.929481705734228392e+00,1.902064266946198234e+00,-2.272418572720761532e+00,-4.005433897739299809e+00,-2.598815574452937316e+00
