7.058828493317463870e-01,5.409160846585173710e-01,8.852860776861195546e-01,2.896977273968593392e-01,7.693574627386591258e-01,2.483749971419585145e-01,8.633635926879730249e-01
4.418282062908299168e-01,4.103364787458595453e-01,6.485683563771699189e-01,6.746157387096506364e-01,1.358656647608832702e-01,6.036315669285449714e-02,3.110349299060630734e-01
8.630561171639404838e-01,1.119570029073878592e-01,2.534790893979504967e-02,4.536833388360749231e-01,4.496736029229810305e-01,1.500169546307658919e-01,7.469248210927683651e-01
9.539572441045027773e-01,5.095968246937145896e-01,6.180557920027343610e-02,5.054684880810695891e-01,7.667608881353893402e-01,5.986837309373708310e-02,1.471295516855775087e-01
8.223284548408578143e-01,5.639924795553268311e-01,2.071403026999694141e-01,2.600095157054737038e-01,9.203501831108761022e-02,1.761878734888564502e-01,-2.379687975580150640e-03
8.044694546580130057e-01,3.211803598182513819e-01,8.796600178982604268e-01,5.416020347836340010e-01,3.353542480444171026e-01,5.152290875799048209e-01,5.393458069980467534e-02
7.376202248546099849e-01,7.383708999653684213e-01,5.359182230527686358e-02,2.480197435227825542e-01,9.449659250955477763e-01,7.024431839469029715e-01,2.439891891741837078e-03
2.775321960347936767e-01,4.711039785153390835e-01,9.570386304561302460e-01,9.098041870553867927e-01,8.975585381071674584e-01,1.802195380841110084e-01,1.572752022454686482e-01
1.445506664972887600e-01,3.943541059032302232e-01,5.505753816754581642e-01,2.304990402219270207e-01,1.865330554687268452e-04,3.795459956055303313e-02,1.454475881136468030e-01
5.836239980224495749e-01,3.913311216556538130e-01,9.252005071032681771e-01,6.081416394090112254e-01,8.186803195907278452e-01,9.414473395728495397e-01,8.376492746445521886e-01
9.723690731932682629e-01,6.543056245134275528e-01,7.904181855554363034e-01,1.666108807356204147e-01,7.646166453177547506e-01,9.668663221822385578e-01,2.089031042290441786e-01
3.960737170705429522e-01,9.281668287882105517e-01,4.942637720158709613e-01,3.380261148529664084e-01,2.240231058342594395e-01,4.923323146819622020e-01,1.847927580743235210e-01
8.644552738334505548e-01,4.864863828946426882e-01,4.532232317342173578e-01,4.957705714672300257e-02,2.974116911810666952e-01,6.004398510818181878e-01,6.217834089446617751e-01
7.128050827906482478e-01,4.251586021836747942e-01,9.208857688357782179e-01,8.143516507794369419e-01,9.598286112820739735e-01,2.914890741374723260e-01,8.152562590523374508e-01
8.276838934097152656e-01,1.266226394698502788e-01,3.319321662943972018e-01,4.481284052485554059e-01,1.292848341649658062e-01,3.296299142424729545e-01,6.091586362374707964e-01
5.019931107030160822e-03,8.350784800894036630e-01,2.634543220425222820e-01,9.451865512110928513e-01,3.953273433813937060e-02,1.986390651679322827e-01,3.246688908210582005e-03
6.134948516559253218e-01,7.313957910285795450e-02,5.542519655357469599e-01,3.635917792385792158e-01,2.050262126168660159e-02,2.782971203358435841e-01,7.878347237193511488e-01
9.204925264315321209e-01,4.073072759228226203e-01,6.967206005438404404e-01,3.088926084978799169e-01,9.507243003946430626e-01,4.399579607892835365e-02,7.241368187762473596e-01
7.311073019167242393e-01,4.949366990785631915e-01,4.481642691094003816e-01,4.687735035368536529e-01,5.959344023525334766e-01,9.879010351849305815e-02,2.216392820769918712e-02
4.628558377674398261e-01,9.803000803740464786e-01,6.334356359504990097e-01,6.898178713690329422e-01,1.285387894244736096e-01,4.040367614654609696e-01,8.860173303166800352e-02
5.057739124698155120e-01,2.218371211603920590e-01,8.940141516037541924e-01,9.690759503692860655e-01,9.814733950975611521e-01,2.708225299042059109e-01,5.234563778694102387e-01
9.573275087952617390e-01,2.067972014581985207e-01,2.034338029081604604e-01,7.682587740086772587e-01,7.508214667373813711e-01,3.403575534473680664e-01,3.704416202375905298e-01
6.792857009314352823e-02,1.296960483422337218e-01,4.714810775245709684e-01,1.274986693690435824e-01,3.525702835668830248e-01,7.199805287400202758e-01,9.193310269183754269e-01
8.453265238022902306e-01,5.369863271028371132e-01,4.350138149666993304e-01,6.953928581113627549e-01,5.823922488647467199e-01,2.417166513777732895e-01,2.757495102986853505e-02
-5.371137706046240357e-03,3.908348765172413031e-01,8.633313991234515816e-01,3.787409734356548263e-01,2.789675978689376001e-01,2.812568138338811807e-01,4.692363288440944968e-01
3.635245820273280692e-01,7.854787858428728675e-02,2.561081703618500738e-01,2.337313193462761396e-01,6.308878521066867417e-01,6.363492071368652692e-01,7.894387791624233319e-01
1.859486211155422508e-01,4.412754318908507778e-01,2.044029169903109344e-01,6.954292001919168964e-01,7.199300267399729725e-01,9.627971456341846701e-02,5.504105481504993902e-01
7.261286273823576165e-01,1.016688368602249870e+00,7.407748218745819901e-01,3.231644370198134553e-01,5.994758918730874742e-01,6.495216582986220732e-01,4.317739769548601392e-01
3.196610239733112535e-01,1.000324344262513598e+00,9.461509341578286936e-01,3.650592242163656076e-01,6.644221334111731769e-01,-1.897668231289647775e-02,3.716031630368003547e-01
8.197169208163027632e-01,7.945267249409010413e-01,4.801901811924210728e-01,6.196412977652506759e-01,5.275364274860325775e-01,5.812952020226729299e-01,1.615129231346924543e-01
7.311691823757009434e-01,6.760585575850474038e-01,1.336224022816316984e-02,6.168098709729916695e-01,6.540486328046305475e-01,7.661087245194302398e-01,6.319541845096197097e-01
3.816795683620450852e-01,2.700400609741935298e-01,5.141257503861668132e-01,4.859430300118703916e-01,7.992427341703026711e-01,5.401417677857991428e-01,3.597588904314634184e-01
2.726038197060856247e-02,1.549749449000747681e-01,2.124157809903156890e-01,2.198792459863894710e-01,7.467030754027834116e-02,7.843359489993834144e-01,8.224413656661797578e-01
3.007867560738338164e-01,1.954578806009177327e-01,9.188008260630091684e-01,3.438349425302199558e-01,7.080063833542405982e-01,8.340393352935130400e-01,9.968752830564203693e-01
7.189632962681041795e-01,6.997640694505703751e-02,3.202923992123968833e-01,3.154153082873505931e-01,7.142440502901944432e-01,4.484070455724473159e-01,3.270894876767549420e-01
3.872935897040670761e-01,8.647628804876378306e-01,7.107905783473840444e-02,8.408842908301216168e-01,9.075968923452852888e-01,5.288883605846232960e-01,5.993541799337409604e-01
9.409999608664858517e-01,8.556512683835921784e-01,5.661614759483765136e-01,9.622080575578114692e-01,8.084860361271267726e-02,6.769056603899185898e-02,7.896463946318983407e-01
1.784257244784074048e-01,5.201738993288805846e-01,3.257639949308894223e-01,9.003109857339862687e-01,6.929403666274032147e-01,2.983378201507114746e-01,3.314232482669980939e-01
7.086012075950115507e-02,6.813703505823950346e-01,2.798217606485725040e-01,5.260135505576610804e-01,2.862162236777828772e-01,3.149815898813779769e-01,7.276247141421308129e-01
2.173285884111511301e-01,6.455139527326673177e-01,7.421060337278333474e-01,7.894794493835070037e-01,8.170530354695700881e-01,6.458632431714358413e-01,5.575450795576795127e-01
8.697198339637637332e-01,5.586479902732667258e-01,5.152656950920718737e-01,4.764968092788313125e-01,5.559717808473544354e-01,5.165333327852583700e-01,2.206477951507355706e-01
7.703835038681906555e-01,2.304860043046965540e-02,8.510994337379239605e-01,9.600268892698486933e-01,9.556975529217562881e-01,2.809316400373670364e-01,2.186607317148645258e-01
1.430454228615792717e-02,9.010382049559144679e-01,4.493268753947469718e-01,2.549486657874742712e-01,8.371519672112275323e-01,4.896245292114268510e-01,1.103696863515467447e-01
8.325761967152395249e-01,7.809264482346097713e-01,3.593789538679207918e-01,6.578398250590351548e-01,5.961070557083397725e-01,1.375182325982433340e-01,1.459199304638960637e-01
2.005126818226735941e-01,7.373886727847147604e-01,4.610899903736724870e-01,2.965445980499331613e-01,9.380992063574330464e-01,9.156419462388012409e-01,8.155025353883222916e-01
4.397990913344063668e-01,8.584540634977112783e-02,5.833953614883554684e-01,7.830104739125868241e-01,1.883957498059356528e-01,5.312971403154979066e-01,6.274978567625519865e-01
9.938551570860715278e-01,2.504609540139563495e-01,9.047997516685863939e-01,8.054990428994256435e-01,8.711969849858652859e-01,6.417671260110828779e-01,6.064629980772211493e-01
5.707694127555268393e-01,6.427227170328245753e-01,6.332707348726579477e-01,8.674187257256850136e-01,8.102400315222267890e-01,1.764036483380120035e-01,6.409451409569769664e-01
4.517254150912690114e-01,6.112468770724543976e-01,1.914914117605141242e-01,6.486208957657029206e-01,4.430158107745063578e-01,5.755685990475511993e-01,6.749502840663370584e-01
2.968238931856038154e-01,3.937683554916939221e-01,9.087091079035399810e-01,6.203983213846669953e-01,4.838713277208072649e-01,5.881921920001719206e-01,3.009304921197710203e-01
6.369916162016753258e-01,7.920361366649424362e-01,6.076979410784904001e-01,3.154623099667250297e-01,6.050511335881484376e-01,3.241531047164856738e-01,1.834070492350953208e-01
8.964039155465179931e-01,4.979159286517568783e-01,1.241433802001880721e-01,3.381197726757299016e-01,2.740271954028126178e-01,7.559680178147497598e-01,4.392938333753563795e-01
9.689552496955760041e-01,8.946921653885626657e-01,2.603125423232906521e-01,7.140874977601027185e-01,5.801009584576488631e-01,5.857775849082063058e-01,3.809418611984545233e-01
5.412456785702446371e-01,5.463061126742865259e-01,3.883754619052335877e-01,2.522849439259874926e-01,5.960672763012598852e-01,3.322809934130359633e-01,1.700719699460811474e-01
6.374275433631659826e-02,5.174780556035324386e-02,2.138815270699827298e-01,5.981449240576284243e-01,4.839961295992024071e-01,2.268102433215651581e-01,3.033593052896801368e-01
4.398825936016595994e-01,9.098151147652916437e-01,2.134165899947746692e-01,7.770334032149549541e-01,6.409196059641510956e-01,8.022306085510920726e-01,8.920096006456100790e-01
6.161280216653520769e-01,2.096568291392482131e-01,4.865712528490498956e-01,6.233228882367707335e-01,4.952125678229710726e-01,3.264038620821927972e-01,9.050085181341710472e-01
7.670116691468291670e-01,8.357091539631996691e-01,9.855966408093929099e-01,6.750728609902556521e-01,9.572154109317285511e-03,6.669678899477902156e-01,4.944687104808918598e-01
3.412494253783650011e-01,1.645043779179832522e-01,8.357756232899052895e-01,5.756992745183789895e-01,7.828091997612802722e-01,7.984677624800137763e-02,6.203069116917445114e-02
1.207100450242759061e-02,9.653244046418542057e-01,6.721727467453693095e-01,4.672950453934451853e-01,8.076711525812049208e-01,2.437130930245205163e-01,6.548676004630071823e-01
1.217317975251134138e-01,5.341420601783757327e-01,8.409285992449189173e-01,8.050956961264836842e-01,1.146196904139876321e-01,8.252788811807265645e-02,4.285782650818253381e-01
8.045303765880926217e-02,8.354537403429448394e-01,4.833910729747954993e-01,9.690877114411836427e-03,8.918413527765554072e-01,6.682916906515409261e-01,2.847431886565990888e-01
5.153809832175643146e-01,8.741965398265901799e-01,3.846920214303726770e-01,6.287171483601765587e-01,6.257043821790452265e-01,8.986314671054452807e-01,5.187579076323467486e-01
6.183510323911109996e-01,4.260602011371078524e-01,6.746700569509149759e-01,6.378191019778980397e-01,2.886631414250095951e-01,6.798457241165956066e-01,8.127379442270282750e-01
